DIST;SECC;MESA;APE1;APE2;NOMBRE;DIANAC;MESNAC;ANONAC;IDENT;GESCO;LGESCO;DOMI1;DOMI2;DOMI3;DOMI4;DOMI5;CPOSTAL;NLOCAL;NLOCALB;INFADICIONAL;DIRMESA1;DIRMESA2;DIRMESA3;DIRMESA4;CPOSTAM;NMUNI;NPRO;TCENSO
1;1;U;ABIZENA10233;ABIZENA20233;IZENA0233;18;6;1963;00000232A;40;BUP, FP o superior;HELBIDEA00233;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10234;ABIZENA20234;IZENA0234;18;4;1965;00000233A;30;Graduado escolar o equivalente;HELBIDEA00234;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10235;ABIZENA20235;IZENA0235;1;3;1968;00000234A;30;Graduado escolar o equivalente;HELBIDEA00235;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10236;ABIZENA20236;IZENA0236;1;6;1962;00000235A;30;Graduado escolar o equivalente;HELBIDEA00236;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10237;ABIZENA20237;IZENA0237;28;10;1955;00000236A;20;Inferior a EGB;HELBIDEA00237;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10238;ABIZENA20238;IZENA0238;4;7;1938;00000237A;30;Graduado escolar o equivalente;HELBIDEA00238;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10239;ABIZENA20239;IZENA0239;19;1;1979;00000238A;40;BUP, FP o superior;HELBIDEA00239;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10240;ABIZENA20240;IZENA0240;3;12;1974;00000239A;40;BUP, FP o superior;HELBIDEA00240;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10241;ABIZENA20241;IZENA0241;8;8;1991;00000240A;40;BUP, FP o superior;HELBIDEA00241;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10242;ABIZENA20242;IZENA0242;18;6;1970;00000241A;30;Graduado escolar o equivalente;HELBIDEA00242;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10243;ABIZENA20243;IZENA0243;22;9;1959;00000242A;40;BUP, FP o superior;HELBIDEA00243;*DISEMINADO*;PASAI DONIBANE;PASAIA;GIPUZKOA;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10244;ABIZENA20244;IZENA0244;25;5;1961;00000243A;30;Graduado escolar o equivalente;HELBIDEA00244;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10245;ABIZENA20245;IZENA0245;16;2;1991;00000244A;40;BUP, FP o superior;HELBIDEA00245;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10246;ABIZENA20246;IZENA0246;1;4;1964;00000245A;20;Inferior a EGB;HELBIDEA00246;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10247;ABIZENA20247;IZENA0247;4;6;1938;00000246A;20;Inferior a EGB;HELBIDEA00247;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10248;ABIZENA20248;IZENA0248;1;5;1938;00000247A;20;Inferior a EGB;HELBIDEA00248;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10249;ABIZENA20249;IZENA0249;16;12;1998;00000248A;40;BUP, FP o superior;HELBIDEA00249;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10250;ABIZENA20250;IZENA0250;20;2;1989;00000249A;40;BUP, FP o superior;HELBIDEA00250;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10251;ABIZENA20251;IZENA0251;23;1;1975;00000250A;30;Graduado escolar o equivalente;HELBIDEA00251;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10252;ABIZENA20252;IZENA0252;27;6;2003;00000251A;40;BUP, FP o superior;HELBIDEA00252;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10253;ABIZENA20253;IZENA0253;10;4;1964;00000252A;40;BUP, FP o superior;HELBIDEA00253;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10254;ABIZENA20254;IZENA0254;9;8;1958;00000253A;40;BUP, FP o superior;HELBIDEA00254;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10255;ABIZENA20255;IZENA0255;9;11;1990;00000254A;30;Graduado escolar o equivalente;HELBIDEA00255;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10256;ABIZENA20256;IZENA0256;14;10;1977;00000255A;40;BUP, FP o superior;HELBIDEA00256;*DISEMINADO*;PASAI DONIBANE;PASAIA;GIPUZKOA;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10257;ABIZENA20257;IZENA0257;3;11;1983;00000256A;30;Graduado escolar o equivalente;HELBIDEA00257;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10258;ABIZENA20258;IZENA0258;6;6;1990;00000257A;40;BUP, FP o superior;HELBIDEA00258;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10259;ABIZENA20259;IZENA0259;22;2;1996;00000258A;40;BUP, FP o superior;HELBIDEA00259;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10260;ABIZENA20260;IZENA0260;2;1;1963;00000259A;40;BUP, FP o superior;HELBIDEA00260;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10261;ABIZENA20261;IZENA0261;13;12;1960;00000260A;30;Graduado escolar o equivalente;HELBIDEA00261;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10262;ABIZENA20262;IZENA0262;13;1;1954;00000261A;40;BUP, FP o superior;HELBIDEA00262;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10263;ABIZENA20263;IZENA0263;9;3;1961;00000262A;40;BUP, FP o superior;HELBIDEA00263;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10264;ABIZENA20264;IZENA0264;4;1;1980;00000263A;40;BUP, FP o superior;HELBIDEA00264;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10265;ABIZENA20265;IZENA0265;27;6;1952;00000264A;30;Graduado escolar o equivalente;HELBIDEA00265;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10266;ABIZENA20266;IZENA0266;1;6;1973;00000265A;30;Graduado escolar o equivalente;HELBIDEA00266;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10267;ABIZENA20267;IZENA0267;13;9;1961;00000266A;20;Inferior a EGB;HELBIDEA00267;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10268;ABIZENA20268;IZENA0268;23;1;1967;00000267A;40;BUP, FP o superior;HELBIDEA00268;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10269;ABIZENA20269;IZENA0269;1;10;1951;00000268A;20;Inferior a EGB;HELBIDEA00269;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10270;ABIZENA20270;IZENA0270;13;6;1964;00000269A;30;Graduado escolar o equivalente;HELBIDEA00270;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10271;ABIZENA20271;IZENA0271;24;11;1961;00000270A;30;Graduado escolar o equivalente;HELBIDEA00271;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10272;ABIZENA20272;IZENA0272;3;8;1988;00000271A;40;BUP, FP o superior;HELBIDEA00272;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10273;ABIZENA20273;IZENA0273;13;10;1999;00000272A;40;BUP, FP o superior;HELBIDEA00273;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10274;ABIZENA20274;IZENA0274;8;5;1961;00000273A;30;Graduado escolar o equivalente;HELBIDEA00274;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10275;ABIZENA20275;IZENA0275;27;9;1949;00000274A;20;Inferior a EGB;HELBIDEA00275;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10276;ABIZENA20276;IZENA0276;18;9;1965;00000275A;40;BUP, FP o superior;HELBIDEA00276;*DISEMINADO*;PASAI DONIBANE;PASAIA;GIPUZKOA;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10277;ABIZENA20277;IZENA0277;1;11;1969;00000276A;40;BUP, FP o superior;HELBIDEA00277;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10278;ABIZENA20278;IZENA0278;1;11;1945;00000277A;20;Inferior a EGB;HELBIDEA00278;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10279;ABIZENA20279;IZENA0279;7;11;1947;00000278A;30;Graduado escolar o equivalente;HELBIDEA00279;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10280;ABIZENA20280;IZENA0280;10;8;1942;00000279A;20;Inferior a EGB;HELBIDEA00280;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10281;ABIZENA20281;IZENA0281;7;3;1975;00000280A;30;Graduado escolar o equivalente;HELBIDEA00281;*DISEMINADO*;PASAI DONIBANE;PASAIA;GIPUZKOA;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10282;ABIZENA20282;IZENA0282;5;10;2005;00000281A;30;Graduado escolar o equivalente;HELBIDEA00282;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10283;ABIZENA20283;IZENA0283;30;11;1934;00000282A;20;Inferior a EGB;HELBIDEA00283;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10284;ABIZENA20284;IZENA0284;26;9;1976;00000283A;40;BUP, FP o superior;HELBIDEA00284;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10285;ABIZENA20285;IZENA0285;4;6;1974;00000284A;30;Graduado escolar o equivalente;HELBIDEA00285;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10286;ABIZENA20286;IZENA0286;8;4;1980;00000285A;40;BUP, FP o superior;HELBIDEA00286;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10287;ABIZENA20287;IZENA0287;2;8;2001;00000286A;40;BUP, FP o superior;HELBIDEA00287;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10288;ABIZENA20288;IZENA0288;19;10;2003;00000287A;30;Graduado escolar o equivalente;HELBIDEA00288;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10289;ABIZENA20289;IZENA0289;19;11;1932;00000288A;20;Inferior a EGB;HELBIDEA00289;*DISEMINADO*;PASAI DONIBANE;PASAIA;GIPUZKOA;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10290;ABIZENA20290;IZENA0290;20;6;2005;00000289A;30;Graduado escolar o equivalente;HELBIDEA00290;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10291;ABIZENA20291;IZENA0291;1;10;1970;00000290A;30;Graduado escolar o equivalente;HELBIDEA00291;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10292;ABIZENA20292;IZENA0292;26;2;1985;00000291A;40;BUP, FP o superior;HELBIDEA00292;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10293;ABIZENA20293;IZENA0293;24;12;1934;00000292A;20;Inferior a EGB;HELBIDEA00293;VILLA MERCEDES;*DISEMINADO*;PASAI DONIBANE;PASAIA;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10294;ABIZENA20294;IZENA0294;9;11;1947;00000293A;30;Graduado escolar o equivalente;HELBIDEA00294;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10295;ABIZENA20295;IZENA0295;2;1;2000;00000294A;40;BUP, FP o superior;HELBIDEA00295;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10296;ABIZENA20296;IZENA0296;5;10;1975;00000295A;40;BUP, FP o superior;HELBIDEA00296;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10297;ABIZENA20297;IZENA0297;9;6;1965;00000296A;30;Graduado escolar o equivalente;HELBIDEA00297;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10298;ABIZENA20298;IZENA0298;3;7;1964;00000297A;30;Graduado escolar o equivalente;HELBIDEA00298;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10299;ABIZENA20299;IZENA0299;5;1;1984;00000298A;30;Graduado escolar o equivalente;HELBIDEA00299;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10300;ABIZENA20300;IZENA0300;29;8;1970;00000299A;30;Graduado escolar o equivalente;HELBIDEA00300;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10301;ABIZENA20301;IZENA0301;20;12;2000;00000300A;40;BUP, FP o superior;HELBIDEA00301;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10302;ABIZENA20302;IZENA0302;1;5;2004;00000301A;40;BUP, FP o superior;HELBIDEA00302;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10303;ABIZENA20303;IZENA0303;11;7;1929;00000302A;20;Inferior a EGB;HELBIDEA00303;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
1;1;U;ABIZENA10304;ABIZENA20304;IZENA0304;24;3;1980;00000303A;30;Graduado escolar o equivalente;HELBIDEA00304;PASAI DONIBANE;PASAIA;GIPUZKOA;;20110;CASA CONSISTORIAL PALACIO ARIZABALO;UDALETXEA ARIZABALO JAUREGIA;;. DONIBANE KALEA 19;PASAI DONIBANE;;;20110;PASAIA;GIPUZKOA;1
