NMUNI;DIST;SECC;MESA;NLOCAL;NLOCALB;INFADICIONAL;DIRMESA1;DIRMESA2;DIRMESA3;DIRMESA4;CARGOFINAL;NOLISTA;GRES;IDENT;NOMBRE;APELLIDO1;APELLIDO2;DOMI1;DOMI2;DOMI3;DOMI4;DOMI5;CPOSTAL;Urtea;Hilabetea;Eguna;Jaiotze-Data;Jaiotze-Data
PASAIA;2;3;A;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V2S5;222;4;00000214A;IZENA0215;ABIZENA10215;ABIZENA20215;HELBIDEA00215;PASAI SAN PEDRO;PASAIA;;;20110;1971;2;22;1971/2/22;2021-05-05
PASAIA;2;3;A;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V2S6;10;4;00000215A;IZENA0216;ABIZENA10216;ABIZENA20216;HELBIDEA00216;PASAI SAN PEDRO;PASAIA;;;20110;1955;10;6;1955/10/6;2021-05-05
PASAIA;2;3;A;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V2S7;321;3;00000216A;IZENA0217;ABIZENA10217;ABIZENA20217;HELBIDEA00217;PASAI SAN PEDRO;PASAIA;;;20110;1986;3;28;1986/3/28;2021-05-05
PASAIA;2;3;A;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V2S8;431;4;00000217A;IZENA0218;ABIZENA10218;ABIZENA20218;HELBIDEA00218;PASAI SAN PEDRO;PASAIA;;;20110;1979;7;1;1979/7/1;2021-05-05
PASAIA;2;3;A;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V2S9;104;4;00000218A;IZENA0219;ABIZENA10219;ABIZENA20219;HELBIDEA00219;PASAI SAN PEDRO;PASAIA;;;20110;1977;7;2;1977/7/2;2021-05-05
PASAIA;2;3;A;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V2S10;272;4;00000219A;IZENA0220;ABIZENA10220;ABIZENA20220;HELBIDEA00220;PASAI SAN PEDRO;PASAIA;;;20110;2000;6;4;2000/6/4;2021-05-05
PASAIA;2;3;A;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V2S11;84;3;00000220A;IZENA0221;ABIZENA10221;ABIZENA20221;HELBIDEA00221;PASAI SAN PEDRO;PASAIA;;;20110;1974;7;29;1974/7/29;2021-05-05
PASAIA;2;3;A;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V2S12;463;3;00000221A;IZENA0222;ABIZENA10222;ABIZENA20222;HELBIDEA00222;PASAI SAN PEDRO;PASAIA;;;20110;2006;3;20;2006/3/20;2021-05-05
PASAIA;2;3;A;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V2S13;250;2;00000222A;IZENA0223;ABIZENA10223;ABIZENA20223;HELBIDEA00223;PASAI SAN PEDRO;PASAIA;;;20110;1965;10;24;1965/10/24;2021-05-05
PASAIA;2;3;A;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V2S14;454;3;00000223A;IZENA0224;ABIZENA10224;ABIZENA20224;HELBIDEA00224;PASAI SAN PEDRO;PASAIA;;;20110;1975;5;8;1975/5/8;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;P;494;4;00000224A;IZENA0225;ABIZENA10225;ABIZENA20225;HELBIDEA00225;PASAI SAN PEDRO;PASAIA;;;20110;1978;12;14;1978/12/14;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;PS1;228;4;00000225A;IZENA0226;ABIZENA10226;ABIZENA20226;HELBIDEA00226;PASAI SAN PEDRO;PASAIA;;;20110;1965;11;3;1965/11/3;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;PS2;244;4;00000226A;IZENA0227;ABIZENA10227;ABIZENA20227;HELBIDEA00227;PASAI SAN PEDRO;PASAIA;;;20110;1979;10;26;1979/10/26;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;PS3;400;4;00000227A;IZENA0228;ABIZENA10228;ABIZENA20228;HELBIDEA00228;PASAI SAN PEDRO;PASAIA;;;20110;1961;3;23;1961/3/23;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;PS4;453;4;00000228A;IZENA0229;ABIZENA10229;ABIZENA20229;HELBIDEA00229;PASAI SAN PEDRO;PASAIA;;;20110;1997;9;13;1997/9/13;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;PS5;47;4;00000229A;IZENA0230;ABIZENA10230;ABIZENA20230;HELBIDEA00230;PASAI SAN PEDRO;PASAIA;;;20110;1960;5;21;1960/5/21;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;PS6;260;4;00000230A;IZENA0231;ABIZENA10231;ABIZENA20231;HELBIDEA00231;PASAI SAN PEDRO;PASAIA;;;20110;1993;11;15;1993/11/15;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;PS7;331;4;00000231A;IZENA0232;ABIZENA10232;ABIZENA20232;HELBIDEA00232;PASAI SAN PEDRO;PASAIA;;;20110;1971;3;17;1971/3/17;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;PS8;333;4;00000232A;IZENA0233;ABIZENA10233;ABIZENA20233;HELBIDEA00233;PASAI SAN PEDRO;PASAIA;;;20110;1980;11;4;1980/11/4;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;PS9;116;4;00000233A;IZENA0234;ABIZENA10234;ABIZENA20234;HELBIDEA00234;PASAI SAN PEDRO;PASAIA;;;20110;1971;2;15;1971/2/15;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;PS10;180;4;00000234A;IZENA0235;ABIZENA10235;ABIZENA20235;HELBIDEA00235;PASAI SAN PEDRO;PASAIA;;;20110;1988;1;20;1988/1/20;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;PS11;512;4;00000235A;IZENA0236;ABIZENA10236;ABIZENA20236;HELBIDEA00236;PASAI SAN PEDRO;PASAIA;;;20110;2004;9;8;2004/9/8;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;PS12;220;4;00000236A;IZENA0237;ABIZENA10237;ABIZENA20237;HELBIDEA00237;PASAI SAN PEDRO;PASAIA;;;20110;1973;8;31;1973/8/31;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;PS13;171;4;00000237A;IZENA0238;ABIZENA10238;ABIZENA20238;HELBIDEA00238;PASAI SAN PEDRO;PASAIA;;;20110;1966;10;2;1966/10/2;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;PS14;251;4;00000238A;IZENA0239;ABIZENA10239;ABIZENA20239;HELBIDEA00239;PASAI SAN PEDRO;PASAIA;;;20110;1966;10;15;1966/10/15;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V1;505;3;00000239A;IZENA0240;ABIZENA10240;ABIZENA20240;HELBIDEA00240;PASAI SAN PEDRO;PASAIA;;;20110;2005;7;13;2005/7/13;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V1S1;267;4;00000240A;IZENA0241;ABIZENA10241;ABIZENA20241;HELBIDEA00241;PASAI SAN PEDRO;PASAIA;;;20110;1977;4;16;1977/4/16;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V1S2;328;4;00000241A;IZENA0242;ABIZENA10242;ABIZENA20242;HELBIDEA00242;PASAI SAN PEDRO;PASAIA;;;20110;1990;12;27;1990/12/27;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V1S3;229;4;00000242A;IZENA0243;ABIZENA10243;ABIZENA20243;HELBIDEA00243;PASAI SAN PEDRO;PASAIA;;;20110;1973;7;9;1973/7/9;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V1S4;470;3;00000243A;IZENA0244;ABIZENA10244;ABIZENA20244;HELBIDEA00244;PASAI SAN PEDRO;PASAIA;;;20110;1999;9;13;1999/9/13;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V1S5;482;2;00000244A;IZENA0245;ABIZENA10245;ABIZENA20245;HELBIDEA00245;PASAI SAN PEDRO;PASAIA;;;20110;1958;3;30;1958/3/30;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V1S6;10;3;00000245A;IZENA0246;ABIZENA10246;ABIZENA20246;HELBIDEA00246;PASAI SAN PEDRO;PASAIA;;;20110;1988;3;10;1988/3/10;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V1S7;456;3;00000246A;IZENA0247;ABIZENA10247;ABIZENA20247;HELBIDEA00247;PASAI SAN PEDRO;PASAIA;;;20110;1975;7;7;1975/7/7;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V1S8;216;4;00000247A;IZENA0248;ABIZENA10248;ABIZENA20248;HELBIDEA00248;PASAI SAN PEDRO;PASAIA;;;20110;1968;8;19;1968/8/19;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V1S9;379;4;00000248A;IZENA0249;ABIZENA10249;ABIZENA20249;HELBIDEA00249;PASAI SAN PEDRO;PASAIA;;;20110;1997;6;23;1997/6/23;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V1S10;48;3;00000249A;IZENA0250;ABIZENA10250;ABIZENA20250;HELBIDEA00250;PASAI SAN PEDRO;PASAIA;;;20110;1959;6;2;1959/6/2;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V1S11;537;4;00000250A;IZENA0251;ABIZENA10251;ABIZENA20251;HELBIDEA00251;PASAI SAN PEDRO;PASAIA;;;20110;1995;5;30;1995/5/30;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V1S12;181;4;00000251A;IZENA0252;ABIZENA10252;ABIZENA20252;HELBIDEA00252;PASAI SAN PEDRO;PASAIA;;;20110;1989;12;16;1989/12/16;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V1S13;191;3;00000252A;IZENA0253;ABIZENA10253;ABIZENA20253;HELBIDEA00253;PASAI SAN PEDRO;PASAIA;;;20110;1974;2;6;1974/2/6;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V1S14;368;3;00000253A;IZENA0254;ABIZENA10254;ABIZENA20254;HELBIDEA00254;PASAI SAN PEDRO;PASAIA;;;20110;2006;4;14;2006/4/14;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V2;366;4;00000254A;IZENA0255;ABIZENA10255;ABIZENA20255;HELBIDEA00255;PASAI SAN PEDRO;PASAIA;;;20110;1957;4;11;1957/4/11;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V2S1;241;4;00000255A;IZENA0256;ABIZENA10256;ABIZENA20256;HELBIDEA00256;PASAI SAN PEDRO;PASAIA;;;20110;1975;10;11;1975/10/11;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V2S2;294;3;00000256A;IZENA0257;ABIZENA10257;ABIZENA20257;HELBIDEA00257;PASAI SAN PEDRO;PASAIA;;;20110;1955;3;22;1955/3/22;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V2S3;100;4;00000257A;IZENA0258;ABIZENA10258;ABIZENA20258;HELBIDEA00258;PASAI SAN PEDRO;PASAIA;;;20110;1988;1;15;1988/1/15;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V2S4;259;3;00000258A;IZENA0259;ABIZENA10259;ABIZENA20259;HELBIDEA00259;PASAI SAN PEDRO;PASAIA;;;20110;1988;8;23;1988/8/23;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V2S5;360;3;00000259A;IZENA0260;ABIZENA10260;ABIZENA20260;HELBIDEA00260;PASAI SAN PEDRO;PASAIA;;;20110;2006;4;16;2006/4/16;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V2S6;296;3;00000260A;IZENA0261;ABIZENA10261;ABIZENA20261;HELBIDEA00261;PASAI SAN PEDRO;PASAIA;;;20110;1973;4;27;1973/4/27;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V2S7;57;3;00000261A;IZENA0262;ABIZENA10262;ABIZENA20262;HELBIDEA00262;PASAI SAN PEDRO;PASAIA;;;20110;1967;3;23;1967/3/23;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V2S8;7;4;00000262A;IZENA0263;ABIZENA10263;ABIZENA20263;HELBIDEA00263;PASAI SAN PEDRO;PASAIA;;;20110;1965;7;18;1965/7/18;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V2S9;106;3;00000263A;IZENA0264;ABIZENA10264;ABIZENA20264;HELBIDEA00264;PASAI SAN PEDRO;PASAIA;;;20110;1973;8;20;1973/8/20;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V2S10;214;3;00000264A;IZENA0265;ABIZENA10265;ABIZENA20265;HELBIDEA00265;PASAI SAN PEDRO;PASAIA;;;20110;1984;5;11;1984/5/11;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V2S11;341;4;00000265A;IZENA0266;ABIZENA10266;ABIZENA20266;HELBIDEA00266;PASAI SAN PEDRO;PASAIA;;;20110;1999;3;15;1999/3/15;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V2S12;108;4;00000266A;IZENA0267;ABIZENA10267;ABIZENA20267;HELBIDEA00267;PASAI SAN PEDRO;PASAIA;;;20110;1978;3;18;1978/3/18;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V2S13;172;3;00000267A;IZENA0268;ABIZENA10268;ABIZENA20268;HELBIDEA00268;PASAI SAN PEDRO;PASAIA;;;20110;2004;8;15;2004/8/15;2021-05-05
PASAIA;2;3;B;ESCUELAS DEL POBLADO DE PESCADORES;;;. ESPINOSA DE LOS MONTEROS KALEA S/N;PASAI SAN PEDRO;;;V2S14;327;3;00000268A;IZENA0269;ABIZENA10269;ABIZENA20269;HELBIDEA00269;PASAI SAN PEDRO;PASAIA;;;20110;1970;7;27;1970/7/27;2021-05-05
PASAIA;2;9;U;GIMNASIO MUNICIPAL;;;. ESNABIDE KALEA 2;PASAI SAN PEDRO;;;P;371;4;00000269A;IZENA0270;ABIZENA10270;ABIZENA20270;HELBIDEA00270;PASAI SAN PEDRO;PASAIA;;;20110;1985;7;7;1985/7/7;2021-05-05
PASAIA;2;9;U;GIMNASIO MUNICIPAL;;;. ESNABIDE KALEA 2;PASAI SAN PEDRO;;;PS1;336;4;00000270A;IZENA0271;ABIZENA10271;ABIZENA20271;HELBIDEA00271;PASAI SAN PEDRO;PASAIA;;;20110;1990;6;17;1990/6/17;2021-05-05
PASAIA;2;9;U;GIMNASIO MUNICIPAL;;;. ESNABIDE KALEA 2;PASAI SAN PEDRO;;;PS2;286;4;00000271A;IZENA0272;ABIZENA10272;ABIZENA20272;HELBIDEA00272;PASAI SAN PEDRO;PASAIA;;;20110;1989;9;17;1989/9/17;2021-05-05
PASAIA;2;9;U;GIMNASIO MUNICIPAL;;;. ESNABIDE KALEA 2;PASAI SAN PEDRO;;;PS3;354;4;00000272A;IZENA0273;ABIZENA10273;ABIZENA20273;HELBIDEA00273;PASAI SAN PEDRO;PASAIA;;;20110;1962;3;16;1962/3/16;2021-05-05
PASAIA;2;9;U;GIMNASIO MUNICIPAL;;;. ESNABIDE KALEA 2;PASAI SAN PEDRO;;;PS4;123;4;00000273A;IZENA0274;ABIZENA10274;ABIZENA20274;HELBIDEA00274;PASAI SAN PEDRO;PASAIA;;;20110;1987;11;2;1987/11/2;2021-05-05
PASAIA;2;9;U;GIMNASIO MUNICIPAL;;;. ESNABIDE KALEA 2;PASAI SAN PEDRO;;;PS5;364;4;00000274A;IZENA0275;ABIZENA10275;ABIZENA20275;HELBIDEA00275;PASAI SAN PEDRO;PASAIA;;;20110;1978;12;17;1978/12/17;2021-05-05
PASAIA;2;9;U;GIMNASIO MUNICIPAL;;;. ESNABIDE KALEA 2;PASAI SAN PEDRO;;;PS6;106;4;00000275A;IZENA0276;ABIZENA10276;ABIZENA20276;HELBIDEA00276;PASAI SAN PEDRO;PASAIA;;;20110;1983;10;31;1983/10/31;2021-05-05
PASAIA;2;9;U;GIMNASIO MUNICIPAL;;;. ESNABIDE KALEA 2;PASAI SAN PEDRO;;;PS7;538;4;00000276A;IZENA0277;ABIZENA10277;ABIZENA20277;HELBIDEA00277;PASAI SAN PEDRO;PASAIA;;;20110;1974;5;12;1974/5/12;2021-05-05
PASAIA;2;9;U;GIMNASIO MUNICIPAL;;;. ESNABIDE KALEA 2;PASAI SAN PEDRO;;;PS8;167;4;00000277A;IZENA0278;ABIZENA10278;ABIZENA20278;HELBIDEA00278;PASAI SAN PEDRO;PASAIA;;;20110;1996;4;27;1996/4/27;2021-05-05
PASAIA;2;9;U;GIMNASIO MUNICIPAL;;;. ESNABIDE KALEA 2;PASAI SAN PEDRO;;;PS9;395;4;00000278A;IZENA0279;ABIZENA10279;ABIZENA20279;HELBIDEA00279;PASAI SAN PEDRO;PASAIA;;;20110;1976;10;29;1976/10/29;2021-05-05
PASAIA;2;9;U;GIMNASIO MUNICIPAL;;;. ESNABIDE KALEA 2;PASAI SAN PEDRO;;;PS10;258;4;00000279A;IZENA0280;ABIZENA10280;ABIZENA20280;HELBIDEA00280;PASAI SAN PEDRO;PASAIA;;;20110;1975;9;29;1975/9/29;2021-05-05
PASAIA;2;9;U;GIMNASIO MUNICIPAL;;;. ESNABIDE KALEA 2;PASAI SAN PEDRO;;;PS11;72;4;00000280A;IZENA0281;ABIZENA10281;ABIZENA20281;HELBIDEA00281;PASAI SAN PEDRO;PASAIA;;;20110;1992;7;17;1992/7/17;2021-05-05
PASAIA;2;9;U;GIMNASIO MUNICIPAL;;;. ESNABIDE KALEA 2;PASAI SAN PEDRO;;;PS12;241;4;00000281A;IZENA0282;ABIZENA10282;ABIZENA20282;HELBIDEA00282;PASAI SAN PEDRO;PASAIA;;;20110;2001;10;10;2001/10/10;2021-05-05
PASAIA;2;9;U;GIMNASIO MUNICIPAL;;;. ESNABIDE KALEA 2;PASAI SAN PEDRO;;;PS13;131;4;00000282A;IZENA0283;ABIZENA10283;ABIZENA20283;HELBIDEA00283;PASAI SAN PEDRO;PASAIA;;;20110;1969;11;25;1969/11/25;2021-05-05
PASAIA;2;9;U;GIMNASIO MUNICIPAL;;;. ESNABIDE KALEA 2;PASAI SAN PEDRO;;;PS14;19;4;00000283A;IZENA0284;ABIZENA10284;ABIZENA20284;HELBIDEA00284;PASAI SAN PEDRO;PASAIA;;;20110;1978;2;22;1978/2/22;2021-05-05
PASAIA;2;9;U;GIMNASIO MUNICIPAL;;;. ESNABIDE KALEA 2;PASAI SAN PEDRO;;;V1;253;4;00000284A;IZENA0285;ABIZENA10285;ABIZENA20285;HELBIDEA00285;PASAI SAN PEDRO;PASAIA;;;20110;1964;4;22;1964/4/22;2021-05-05
PASAIA;2;9;U;GIMNASIO MUNICIPAL;;;. ESNABIDE KALEA 2;PASAI SAN PEDRO;;;V1S1;353;4;00000285A;IZENA0286;ABIZENA10286;ABIZENA20286;HELBIDEA00286;PASAI SAN PEDRO;PASAIA;;;20110;1983;8;4;1983/8/4;2021-05-05
PASAIA;2;9;U;GIMNASIO MUNICIPAL;;;. ESNABIDE KALEA 2;PASAI SAN PEDRO;;;V1S2;115;3;00000286A;IZENA0287;ABIZENA10287;ABIZENA20287;HELBIDEA00287;PASAI SAN PEDRO;PASAIA;;;20110;1970;7;20;1970/7/20;2021-05-05
PASAIA;2;9;U;GIMNASIO MUNICIPAL;;;. ESNABIDE KALEA 2;PASAI SAN PEDRO;;;V1S3;429;4;00000287A;IZENA0288;ABIZENA10288;ABIZENA20288;HELBIDEA00288;PASAI SAN PEDRO;PASAIA;;;20110;1995;3;3;1995/3/3;2021-05-05
PASAIA;2;9;U;GIMNASIO MUNICIPAL;;;. ESNABIDE KALEA 2;PASAI SAN PEDRO;;;V1S4;476;4;00000288A;IZENA0289;ABIZENA10289;ABIZENA20289;HELBIDEA00289;PASAI SAN PEDRO;PASAIA;;;20110;2001;11;29;2001/11/29;2021-05-05
PASAIA;2;9;U;GIMNASIO MUNICIPAL;;;. ESNABIDE KALEA 2;PASAI SAN PEDRO;;;V1S5;23;4;00000289A;IZENA0290;ABIZENA10290;ABIZENA20290;HELBIDEA00290;PASAI SAN PEDRO;PASAIA;;;20110;1970;9;17;1970/9/17;2021-05-05
PASAIA;2;9;U;GIMNASIO MUNICIPAL;;;. ESNABIDE KALEA 2;PASAI SAN PEDRO;;;V1S6;242;4;00000290A;IZENA0291;ABIZENA10291;ABIZENA20291;HELBIDEA00291;PASAI SAN PEDRO;PASAIA;;;20110;1984;12;12;1984/12/12;2021-05-05
PASAIA;2;9;U;GIMNASIO MUNICIPAL;;;. ESNABIDE KALEA 2;PASAI SAN PEDRO;;;V1S7;289;4;00000291A;IZENA0292;ABIZENA10292;ABIZENA20292;HELBIDEA00292;PASAI SAN PEDRO;PASAIA;;;20110;1996;12;3;1996/12/3;2021-05-05
PASAIA;2;9;U;GIMNASIO MUNICIPAL;;;. ESNABIDE KALEA 2;PASAI SAN PEDRO;;;V1S8;611;4;00000292A;IZENA0293;ABIZENA10293;ABIZENA20293;HELBIDEA00293;PASAI SAN PEDRO;PASAIA;;;20110;2003;11;26;2003/11/26;2021-05-05
PASAIA;2;9;U;GIMNASIO MUNICIPAL;;;. ESNABIDE KALEA 2;PASAI SAN PEDRO;;;V1S9;48;3;00000293A;IZENA0294;ABIZENA10294;ABIZENA20294;HELBIDEA00294;PASAI SAN PEDRO;PASAIA;;;20110;1959;8;8;1959/8/8;2021-05-05
PASAIA;2;9;U;GIMNASIO MUNICIPAL;;;. ESNABIDE KALEA 2;PASAI SAN PEDRO;;;V1S10;184;4;00000294A;IZENA0295;ABIZENA10295;ABIZENA20295;HELBIDEA00295;PASAI SAN PEDRO;PASAIA;;;20110;1982;4;11;1982/4/11;2021-05-05
PASAIA;2;9;U;GIMNASIO MUNICIPAL;;;. ESNABIDE KALEA 2;PASAI SAN PEDRO;;;V1S11;503;4;00000295A;IZENA0296;ABIZENA10296;ABIZENA20296;HELBIDEA00296;PASAI SAN PEDRO;PASAIA;;;20110;1982;9;3;1982/9/3;2021-05-05
